OBJECTID,Field name,Field region,Reporting unit name,Reporting Unit Type Code,Reporting Unit Type Description,"Onshore,Offshore Flag",Reporting Period Date,Reporting Period in yyyymm format,Reporting Period Month,Reporting Period Month Name,Reporting Period Year,Oil Production Mass (tonnes),Oil Production Volume (m3),Oil Production volume (mb/d),Oil production density (Kg/m3),Dry gas production mass (tonnes),Dry gas production volume (ksm3),Dry Gas Production volume (MMscf/d),Dry Gas Production Density (kg/sm3),Associated gas production mass (tonnes),Associated Gas Production Volume (MMscf/d),Associated Gas Production Volume (ksm3),Associated Gas Production density (kg/sm3),Gas Condensate mass (kg),Gas condensate volume (ksm3),Gas condensate volume (mb/d),Gas condensate density (kg/sm3),Injected water volume (m3),Injected water volume (mb/d),Water production volume (ksm3),Water production volume (mb/d),Operator Organisation Group,x,y
7853,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"4/14/2014, 8:00 PM",201404,04,April,2014,19849.3152,23712,4.971616,837.1,,,,,811.98,0.91819,780,1.041,,,,,0,0,27357,5.735851,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7854,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"5/14/2014, 8:00 PM",201405,05,May,2014,13766.0493,16441,3.33593194,837.3,,,,,617.313,0.67554177,593,1.041,,,,,0,0,22075,4.47908871,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7855,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"6/14/2014, 8:00 PM",201406,06,June,2014,13423.1088,16041,3.363263,836.8,,,,,603.78,0.68275667,580,1.041,,,,,0,0,20380,4.27300667,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7856,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"7/14/2014, 8:00 PM",201407,07,July,2014,9281.2963,11309,2.29463258,820.7,,,,,486.147,0.53200339,467,1.041,,,,,0,0,15144,3.07276645,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7857,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"8/14/2014, 8:00 PM",201408,08,August,2014,2410.1064,2861,0.58050613,842.4,,,,,121.797,0.13328565,117,1.041,,,,,0,0,5713,1.15918613,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7858,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"9/14/2014, 8:00 PM",201409,09,September,2014,15668.4815,18731,3.92726633,836.5,,,,,734.946,0.83107967,706,1.041,,,,,0,0,23055,4.833865,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7859,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"10/14/2014, 8:00 PM",201410,10,October,2014,11248.2351,14013,2.8432829,802.7,,,,,531.951,0.5821279,511,1.041,,,,,0,0,18105,3.6735629,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7860,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"11/14/2014, 7:00 PM",201411,11,November,2014,18351.3225,21975,4.607425,835.1,,,,,796.365,0.9005325,765,1.041,,,,,0,0,22305,4.676615,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7861,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"12/14/2014, 7:00 PM",201412,12,December,2014,18278.7238,21578,4.37824581,847.1,,,,,785.955,0.86009113,755,1.041,,,,,0,0,22685,4.60285968,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7862,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"1/14/2015, 7:00 PM",201501,01,January,2015,9557.338,12526,2.54156581,763,,,,,444.507,0.48643565,427,1.041,,,,,0,0,13591,2.75765774,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7863,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"2/14/2015, 7:00 PM",201502,02,Feburary,2015,20168.984,24068,5.40670429,838,,,,,801.57,0.9711625,770,1.041,,,,,0,0,23731,5.33099964,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7864,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"3/14/2015, 8:00 PM",201503,03,March,2015,12154.2346,14549,2.95203903,835.4,,,,,463.245,0.50694113,445,1.041,,,,,0,0,17569,3.56480677,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7865,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"4/14/2015, 8:00 PM",201504,04,April,2015,18649.3318,23078,4.83868733,808.1,,,,,810.939,0.91701283,779,1.041,,,,,0,0,24677,5.17394433,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7866,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"5/14/2015, 8:00 PM",201505,05,May,2015,15252.584,18160,3.68472258,839.9,,,,,669.363,0.73250145,643,1.041,,,,,0,0,19663,3.98968613,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7867,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"6/14/2015, 8:00 PM",201506,06,June,2015,19852.6244,20762,4.35309933,956.2,,,,,775.545,0.87698917,745,1.041,,,,,0,0,20431,4.28369967,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7868,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"7/14/2015, 8:00 PM",201507,07,July,2015,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7869,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"8/14/2015, 8:00 PM",201508,08,August,2015,2018.225,2750,0.55798387,733.9,,,,,92.649,0.10138823,89,1.041,,,,,0,0,4362,0.88506387,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7870,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"9/14/2015, 8:00 PM",201509,09,September,2015,8336.7669,9933,2.082619,839.3,,,,,343.53,0.388465,330,1.041,,,,,0,0,8295,1.739185,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7871,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"10/14/2015, 8:00 PM",201510,10,October,2015,11882.691,14730,2.98876452,806.7,,,,,524.664,0.57415355,504,1.041,,,,,0,0,16118,3.27039419,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7872,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"11/14/2015, 7:00 PM",201511,11,November,2015,10425.3448,12472,2.61496267,835.9,,,,,414.318,0.46851233,398,1.041,,,,,0,0,14367,3.012281,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7873,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"12/14/2015, 7:00 PM",201512,12,December,2015,9085.8768,11284,2.28956,805.2,,,,,365.391,0.39985694,351,1.041,,,,,0,0,12456,2.52736258,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7874,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"1/14/2016, 7:00 PM",201601,01,January,2016,7960.392,9522,1.93204452,836,,,,,300.849,0.32922694,289,1.041,,,,,0,0,10596,2.14996258,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7875,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"2/14/2016, 7:00 PM",201602,02,Feburary,2016,11157.5968,13372,2.90034069,834.4,,,,,419.523,0.49075672,403,1.041,,,,,0,0,13701,2.97169966,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7876,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"3/14/2016, 8:00 PM",201603,03,March,2016,9319.724,11140,2.26034194,836.6,,,,,360.186,0.39416097,346,1.041,,,,,0,0,12276,2.49084,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7877,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"4/14/2016, 8:00 PM",201604,04,April,2016,9976.1046,11946,2.504678,835.1,,,,,405.99,0.459095,390,1.041,,,,,0,0,12209,2.55982033,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7878,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"5/14/2016, 8:00 PM",201605,05,May,2016,12834.2582,15319,3.10827452,837.8,,,,,541.32,0.59238065,520,1.041,,,,,0,0,15605,3.16630484,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7879,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"6/14/2016, 8:00 PM",201606,06,June,2016,13908.618,16677,3.496611,834,,,,,607.944,0.68746533,584,1.041,,,,,0,0,16045,3.36410167,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7880,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"7/14/2016, 8:00 PM",201607,07,July,2016,14102.106,16909,3.43089065,834,,,,,629.805,0.6892121,605,1.041,,,,,0,0,16980,3.44529677,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7881,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"8/14/2016, 8:00 PM",201608,08,August,2016,1312.3288,2308,0.46830065,568.6,,,,,81.198,0.0888571,78,1.041,,,,,0,0,2678,0.54337484,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7882,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"9/14/2016, 8:00 PM",201609,09,September,2016,12423.6,14875,3.11879167,835.2,,,,,502.803,0.5685715,483,1.041,,,,,0,0,17302,3.62765267,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7883,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"10/14/2016, 8:00 PM",201610,10,October,2016,3863.7435,4773,0.9684571,809.5,,,,,146.781,0.16062629,141,1.041,,,,,0,0,5664,1.14924387,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7884,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"11/14/2016, 7:00 PM",201611,11,November,2016,9924.1408,11837,2.48182433,838.4,,,,,385.17,0.43555167,370,1.041,,,,,0,0,12534,2.627962,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7885,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"12/14/2016, 7:00 PM",201612,12,December,2016,12350.444,14738,2.99038774,838,,,,,499.68,0.5468129,480,1.041,,,,,0,0,16406,3.32883032,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7886,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"1/14/2017, 7:00 PM",201701,01,January,2017,0,10273,2.08442484,0,,,,,334.161,0.36568113,321,1.041,,,,,0,0,10518,2.13413613,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7887,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"2/14/2017, 7:00 PM",201702,02,Feburary,2017,3319.3831,5021,1.12793179,661.1,,,,,158.232,0.19171,152,1.041,,,,,0,0,5844,1.31281286,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7888,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"3/14/2017, 8:00 PM",201703,03,March,2017,14445.6782,17294,3.50900839,835.3,,,,,596.493,0.6527579,573,1.041,,,,,0,0,18390,3.73139032,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7889,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"4/14/2017, 8:00 PM",201704,04,April,2017,9752.3881,11081,2.32331633,880.1,,,,,363.309,0.41083117,349,1.041,,,,,0,0,12634,2.64892867,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7890,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"5/14/2017, 8:00 PM",201705,05,May,2017,4271.3305,5615,1.13930161,760.7,,,,,226.938,0.24834419,218,1.041,,,,,0,0,8173,1.65832806,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7891,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"6/14/2017, 8:00 PM",201706,06,June,2017,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7898,BURGHLEY,CNS,BURGHLEY,P,Oil Field Exporting to Pipeline,Offshore,"1/14/2011, 7:00 PM",201101,01,January,2011,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,REPSOL SINOPEC RESOURCES,1.2401257740000347,58.25748159800003
7899,BURGHLEY,CNS,BURGHLEY,P,Oil Field Exporting to Pipeline,Offshore,"2/14/2011, 7:00 PM",201102,02,Feburary,2011,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,REPSOL SINOPEC RESOURCES,1.2401257740000347,58.25748159800003
7900,BURGHLEY,CNS,BURGHLEY,P,Oil Field Exporting to Pipeline,Offshore,"3/14/2011, 8:00 PM",201103,03,March,2011,22697.576,27884,5.65775355,814,,,,,975.82,1.14602871,1006,0.97,,,,,0,0,8837,1.79305581,REPSOL SINOPEC RESOURCES,1.2401257740000347,58.25748159800003
7901,BURGHLEY,CNS,BURGHLEY,P,Oil Field Exporting to Pipeline,Offshore,"4/14/2011, 8:00 PM",201104,04,April,2011,17054.928,20952,4.392936,814,,,,,829.35,1.0064775,855,0.97,,,,,0,0,8893,1.86456567,REPSOL SINOPEC RESOURCES,1.2401257740000347,58.25748159800003
7902,BURGHLEY,CNS,BURGHLEY,P,Oil Field Exporting to Pipeline,Offshore,"5/14/2011, 8:00 PM",201105,05,May,2011,24379.3,29950,6.07695161,814,,,,,3193.24,3.75022516,3292,0.97,,,,,0,0,27241,5.52728677,REPSOL SINOPEC RESOURCES,1.2401257740000347,58.25748159800003
7903,BURGHLEY,CNS,BURGHLEY,P,Oil Field Exporting to Pipeline,Offshore,"6/14/2011, 8:00 PM",201106,06,June,2011,7557.99,9285,1.946755,814,,,,,482.09,0.58505183,497,0.97,,,,,0,0,9389,1.96856033,REPSOL SINOPEC RESOURCES,1.2401257740000347,58.25748159800003
7904,BURGHLEY,CNS,BURGHLEY,P,Oil Field Exporting to Pipeline,Offshore,"7/14/2011, 8:00 PM",201107,07,July,2011,8240.936,10124,2.05419226,814,,,,,255.11,0.2996079,263,0.97,,,,,0,0,5849,1.18678097,REPSOL SINOPEC RESOURCES,1.2401257740000347,58.25748159800003
7905,BURGHLEY,CNS,BURGHLEY,P,Oil Field Exporting to Pipeline,Offshore,"8/14/2011, 8:00 PM",201108,08,August,2011,8261.7605,9905,2.00975645,834.1,,,,,179.9,0.19935887,175,1.028,,,,,0,0,9461,1.91966742,REPSOL SINOPEC RESOURCES,1.2401257740000347,58.25748159800003
7906,BURGHLEY,CNS,BURGHLEY,P,Oil Field Exporting to Pipeline,Offshore,"9/14/2011, 8:00 PM",201109,09,September,2011,1085.2942,1301,0.27277633,834.2,,,,,30.99,0.035315,30,1.033,,,,,0,0,1364,0.28598533,REPSOL SINOPEC RESOURCES,1.2401257740000347,58.25748159800003
7907,BURGHLEY,CNS,BURGHLEY,P,Oil Field Exporting to Pipeline,Offshore,"10/14/2011, 8:00 PM",201110,10,October,2011,6608.2684,7676,1.55748516,860.9,,,,,152.922,0.17543581,154,0.993,,,,,0,0,5147,1.0443429,REPSOL SINOPEC RESOURCES,1.2401257740000347,58.25748159800003
7908,BURGHLEY,CNS,BURGHLEY,P,Oil Field Exporting to Pipeline,Offshore,"11/14/2011, 7:00 PM",201111,11,November,2011,7153.3112,8573,1.79747233,834.4,,,,,184.44,0.1871695,159,1.16,,,,,0,0,4457,0.93448433,REPSOL SINOPEC RESOURCES,1.2401257740000347,58.25748159800003
7909,BURGHLEY,CNS,BURGHLEY,P,Oil Field Exporting to Pipeline,Offshore,"12/14/2011, 7:00 PM",201112,12,December,2011,24913.1288,29708,6.02784903,838.6,,,,,598.734,0.63567,558,1.073,,,,,0,0,23056,4.67813677,REPSOL SINOPEC RESOURCES,1.2401257740000347,58.25748159800003
7910,BURGHLEY,CNS,BURGHLEY,P,Oil Field Exporting to Pipeline,Offshore,"1/14/2012, 7:00 PM",201201,01,January,2012,17465.596,20842,4.22890903,838,,,,,1421.703,0.48187887,423,3.361,,,,,0,0,21521,4.36668032,REPSOL SINOPEC RESOURCES,1.2401257740000347,58.25748159800003
7911,BURGHLEY,CNS,BURGHLEY,P,Oil Field Exporting to Pipeline,Offshore,"2/14/2012, 7:00 PM",201202,02,Feburary,2012,15086.8512,18012,3.90674069,837.6,,,,,427.6,0.48710345,400,1.069,,,,,0,0,23609,5.12071069,REPSOL SINOPEC RESOURCES,1.2401257740000347,58.25748159800003
7912,BURGHLEY,CNS,BURGHLEY,P,Oil Field Exporting to Pipeline,Offshore,"3/14/2012, 8:00 PM",201203,03,March,2012,16851.9747,20141,4.08667387,836.7,,,,,472.905,0.529725,465,1.017,,,,,0,0,23675,4.80373387,REPSOL SINOPEC RESOURCES,1.2401257740000347,58.25748159800003
7913,BURGHLEY,CNS,BURGHLEY,P,Oil Field Exporting to Pipeline,Offshore,"4/14/2012, 8:00 PM",201204,04,April,2012,16000.772,19094,4.00337533,838,,,,,403.218,0.4626265,393,1.026,,,,,0,0,22165,4.64726167,REPSOL SINOPEC RESOURCES,1.2401257740000347,58.25748159800003
7914,BURGHLEY,CNS,BURGHLEY,P,Oil Field Exporting to Pipeline,Offshore,"5/14/2012, 8:00 PM",201205,05,May,2012,14432.4908,17239,3.49784871,837.2,,,,,362.576,0.39188258,344,1.054,,,,,0,0,25770,5.22881613,REPSOL SINOPEC RESOURCES,1.2401257740000347,58.25748159800003
7915,BURGHLEY,CNS,BURGHLEY,P,Oil Field Exporting to Pipeline,Offshore,"6/14/2012, 8:00 PM",201206,06,June,2012,13901.6472,16597,3.47983767,837.6,,,,,367.719,0.4273115,363,1.013,,,,,0,0,28061,5.88345633,REPSOL SINOPEC RESOURCES,1.2401257740000347,58.25748159800003
7916,BURGHLEY,CNS,BURGHLEY,P,Oil Field Exporting to Pipeline,Offshore,"7/14/2012, 8:00 PM",201207,07,July,2012,15085.22,17980,3.6482,839,,,,,376.194,0.42264081,371,1.014,,,,,0,0,28325,5.74723387,REPSOL SINOPEC RESOURCES,1.2401257740000347,58.25748159800003
7917,BURGHLEY,CNS,BURGHLEY,P,Oil Field Exporting to Pipeline,Offshore,"8/14/2012, 8:00 PM",201208,08,August,2012,10706.8171,12821,2.60142226,835.1,,,,,264.42,0.29619032,260,1.017,,,,,0,0,20888,4.23824258,REPSOL SINOPEC RESOURCES,1.2401257740000347,58.25748159800003
7918,BURGHLEY,CNS,BURGHLEY,P,Oil Field Exporting to Pipeline,Offshore,"9/14/2012, 8:00 PM",201209,09,September,2012,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,REPSOL SINOPEC RESOURCES,1.2401257740000347,58.25748159800003
7919,BURGHLEY,CNS,BURGHLEY,P,Oil Field Exporting to Pipeline,Offshore,"10/14/2012, 8:00 PM",201210,10,October,2012,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,REPSOL SINOPEC RESOURCES,1.2401257740000347,58.25748159800003
7920,BURGHLEY,CNS,BURGHLEY,P,Oil Field Exporting to Pipeline,Offshore,"11/14/2012, 7:00 PM",201211,11,November,2012,14735.9604,17612,3.69264933,836.7,,,,,706.576,0.40494533,344,2.054,,,,,0,0,22068,4.626924,REPSOL SINOPEC RESOURCES,1.2401257740000347,58.25748159800003
7921,BURGHLEY,CNS,BURGHLEY,P,Oil Field Exporting to Pipeline,Offshore,"12/14/2012, 7:00 PM",201212,12,December,2012,9821.4858,11751,2.38431581,835.8,,,,,162.81,0.18454935,162,1.005,,,,,0,0,18745,3.80342097,REPSOL SINOPEC RESOURCES,1.2401257740000347,58.25748159800003
7922,BURGHLEY,CNS,BURGHLEY,P,Oil Field Exporting to Pipeline,Offshore,"1/14/2013, 7:00 PM",201301,01,January,2013,11575.0856,13793,2.79864419,839.2,,,,,206.652,0.23239548,204,1.013,,,,,0,0,30717,6.23257839,REPSOL SINOPEC RESOURCES,1.2401257740000347,58.25748159800003
7923,BURGHLEY,CNS,BURGHLEY,P,Oil Field Exporting to Pipeline,Offshore,"2/14/2013, 7:00 PM",201302,02,Feburary,2013,8004.8028,9582,2.15252786,835.4,,,,,165.64,0.206845,164,1.01,,,,,0,0,23782,5.34245643,REPSOL SINOPEC RESOURCES,1.2401257740000347,58.25748159800003
7924,BURGHLEY,CNS,BURGHLEY,P,Oil Field Exporting to Pipeline,Offshore,"3/14/2013, 8:00 PM",201303,03,March,2013,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,REPSOL SINOPEC RESOURCES,1.2401257740000347,58.25748159800003
7925,BURGHLEY,CNS,BURGHLEY,P,Oil Field Exporting to Pipeline,Offshore,"4/14/2013, 8:00 PM",201304,04,April,2013,11986.6497,14241,2.985863,841.7,,,,,193.224,0.22837033,194,0.996,,,,,0,0,27894,5.848442,REPSOL SINOPEC RESOURCES,1.2401257740000347,58.25748159800003
7926,BURGHLEY,CNS,BURGHLEY,P,Oil Field Exporting to Pipeline,Offshore,"5/14/2013, 8:00 PM",201305,05,May,2013,12167.4049,14401,2.92200935,844.9,,,,,227.997,0.26315371,231,0.987,,,,,0,0,38568,7.82557161,REPSOL SINOPEC RESOURCES,1.2401257740000347,58.25748159800003
7927,BURGHLEY,CNS,BURGHLEY,P,Oil Field Exporting to Pipeline,Offshore,"6/14/2013, 8:00 PM",201306,06,June,2013,11004.098,13069,2.74013367,842,,,,,142.496,0.17186633,146,0.976,,,,,0,0,41706,8.744358,REPSOL SINOPEC RESOURCES,1.2401257740000347,58.25748159800003
7928,BURGHLEY,CNS,BURGHLEY,P,Oil Field Exporting to Pipeline,Offshore,"7/14/2013, 8:00 PM",201307,07,July,2013,9273.0694,11021,2.23619645,841.4,,,,,125.625,0.14239919,125,1.005,,,,,0,0,36805,7.46785323,REPSOL SINOPEC RESOURCES,1.2401257740000347,58.25748159800003
7929,BURGHLEY,CNS,BURGHLEY,P,Oil Field Exporting to Pipeline,Offshore,"8/14/2013, 8:00 PM",201308,08,August,2013,6781.6606,8038,1.63093613,843.7,,,,,90.72,0.10936258,96,0.945,,,,,0,0,23523,4.77289258,REPSOL SINOPEC RESOURCES,1.2401257740000347,58.25748159800003
7930,BURGHLEY,CNS,BURGHLEY,P,Oil Field Exporting to Pipeline,Offshore,"9/14/2013, 8:00 PM",201309,09,September,2013,8427.3696,10004,2.09750533,842.4,,,,,93.12,0.11418517,97,0.96,,,,,0,0,31917,6.691931,REPSOL SINOPEC RESOURCES,1.2401257740000347,58.25748159800003
7931,BURGHLEY,CNS,BURGHLEY,P,Oil Field Exporting to Pipeline,Offshore,"10/14/2013, 8:00 PM",201310,10,October,2013,8984.9931,10713,2.17370226,838.7,,,,,179.371,0.20619403,181,0.991,,,,,0,0,26044,5.28441161,REPSOL SINOPEC RESOURCES,1.2401257740000347,58.25748159800003
7932,BURGHLEY,CNS,BURGHLEY,P,Oil Field Exporting to Pipeline,Offshore,"11/14/2013, 7:00 PM",201311,11,November,2013,7614.0616,9073,1.90230567,839.2,,,,,92.535,0.1094765,93,0.995,,,,,0,0,24009,5.033887,REPSOL SINOPEC RESOURCES,1.2401257740000347,58.25748159800003
7933,BURGHLEY,CNS,BURGHLEY,P,Oil Field Exporting to Pipeline,Offshore,"12/14/2013, 7:00 PM",201312,12,December,2013,8546.7592,10243,2.07833774,834.4,,,,,169.824,0.19821968,174,0.976,,,,,0,0,29646,6.01526903,REPSOL SINOPEC RESOURCES,1.2401257740000347,58.25748159800003
7934,BURGHLEY,CNS,BURGHLEY,P,Oil Field Exporting to Pipeline,Offshore,"1/14/2014, 7:00 PM",201401,01,January,2014,9642.897,11565,2.34657581,833.8,,,,,191.664,0.22556032,198,0.968,,,,,0,0,33565,6.81044677,REPSOL SINOPEC RESOURCES,1.2401257740000347,58.25748159800003
7935,BURGHLEY,CNS,BURGHLEY,P,Oil Field Exporting to Pipeline,Offshore,"2/14/2014, 7:00 PM",201402,02,Feburary,2014,8430.3176,10118,2.27293643,833.2,,,,,157.784,0.20558375,163,0.968,,,,,0,0,31500,7.07625,REPSOL SINOPEC RESOURCES,1.2401257740000347,58.25748159800003
7936,BURGHLEY,CNS,BURGHLEY,P,Oil Field Exporting to Pipeline,Offshore,"3/14/2014, 8:00 PM",201403,03,March,2014,7564.6228,9079,1.84215839,833.2,,,,,129.48,0.14809516,130,0.996,,,,,0,0,29485,5.98260161,REPSOL SINOPEC RESOURCES,1.2401257740000347,58.25748159800003
7937,BURGHLEY,CNS,BURGHLEY,P,Oil Field Exporting to Pipeline,Offshore,"4/14/2014, 8:00 PM",201404,04,April,2014,8501.961,10231,2.14509967,831,,,,,0,0.18952383,161,0,,,,,0,0,33260,6.97351333,REPSOL SINOPEC RESOURCES,1.2401257740000347,58.25748159800003
7938,BURGHLEY,CNS,BURGHLEY,P,Oil Field Exporting to Pipeline,Offshore,"5/14/2014, 8:00 PM",201405,05,May,2014,7654.4879,9199,1.86650677,832.1,,,,,139.018,0.16176548,142,0.979,,,,,0,0,31346,6.36020452,REPSOL SINOPEC RESOURCES,1.2401257740000347,58.25748159800003
7939,BURGHLEY,CNS,BURGHLEY,P,Oil Field Exporting to Pipeline,Offshore,"6/14/2014, 8:00 PM",201406,06,June,2014,8471.3348,10177,2.13377767,832.4,,,,,167.118,0.20364983,173,0.966,,,,,0,0,35848,7.51613067,REPSOL SINOPEC RESOURCES,1.2401257740000347,58.25748159800003
7940,BURGHLEY,CNS,BURGHLEY,P,Oil Field Exporting to Pipeline,Offshore,"7/14/2014, 8:00 PM",201407,07,July,2014,6253.6672,7502,1.52218,833.6,,,,,124.16,0.14581677,128,0.97,,,,,0,0,26401,5.35684806,REPSOL SINOPEC RESOURCES,1.2401257740000347,58.25748159800003
7941,BURGHLEY,CNS,BURGHLEY,P,Oil Field Exporting to Pipeline,Offshore,"8/14/2014, 8:00 PM",201408,08,August,2014,108.8514,126,0.02556581,863.9,,,,,1.009,0.00113919,1,1.009,,,,,0,0,385,0.07811774,REPSOL SINOPEC RESOURCES,1.2401257740000347,58.25748159800003
7942,BURGHLEY,CNS,BURGHLEY,P,Oil Field Exporting to Pipeline,Offshore,"9/14/2014, 8:00 PM",201409,09,September,2014,7406.322,8855,1.85659833,836.4,,,,,170.45,0.20600417,175,0.974,,,,,0,0,25104,5.263472,REPSOL SINOPEC RESOURCES,1.2401257740000347,58.25748159800003
7943,BURGHLEY,CNS,BURGHLEY,P,Oil Field Exporting to Pipeline,Offshore,"10/14/2014, 8:00 PM",201410,10,October,2014,9184.842,11013,2.23457323,834,,,,,149.226,0.17543581,154,0.969,,,,,0,0,33980,6.89465161,REPSOL SINOPEC RESOURCES,1.2401257740000347,58.25748159800003
